policy_number,proposal_number,agent_id,business_type,sub_business_type,policy_type,risk_start_date,policy_end_date,login,post_year,post_month,source_type,transaction_issue_date,main_product,sub_package_code,max_package_code,gwp,upsell_amnt,proposal_received_date,cover_type,rn_amount,policy_status_code,sum_insured,initial_nol,month,cancel_decline_reason,cancel_decline_date,date_of_issuance,eldest_member_age,mode_of_payment,type_of_cheque,bank_name,receipt_no,receipt_status,cheque_no,transaction_no,underwriting_decision_desc,partner_rm_code,partner_branch_code,auto_renewal_flag,loan_no,account_no,loan_type,smartselect_flag,transaction_date,new_login_date,transaction_issuance_date,master_policy_number,per_mile_rate,business_source_type,initial_premium,benefitgroup_1,add_on_prmm_amnt_1,benefitgroup_2,add_on_prmm_amnt_2,benefitgroup_3,add_on_prmm_amnt_3,benefitgroup_4,add_on_prmm_amnt_4,benefitgroup_5,add_on_prmm_amnt_5,benefitgroup_6,add_on_prmm_amnt_6,benefitgroup_7,add_on_prmm_amnt_7,benefitgroup_8,add_on_prmm_amnt_8,benefitgroup_9,add_on_prmm_amnt_9,benefitgroup_10,add_on_prmm_amnt_10,sp_code,sp_name,product,customer_zone,customer_id,customer_type,payment_frequency,sub_package,branch_code,arm,agent_joining_date,vertical,sub_vertical,parent_bp_name,parent_bp_code,intermediary_category,agent_name,sub_sourcing_location,rm_id,rm_sm_name,eximius_status,tenure,nol,customer_name,process_status_description,partner_branch_name,partner_zone_name,branch_name,zone,src_typ_flg,load_date,run_day,agent_category,customer_city,customer_pin_code,total_gwp,igst_amount,cgst_amount,sgst_amount,ugst_amount,propero_y_flag,payment_ref,customer_gender,customer_dob,emailid,customer_contact_no,customer_pan,customer_address,bank_unique_code,portability_type,group_partner_cif_id,group_partner_branch_code,group_partner_rm_cd,customer_occupation,agent_state,initial_nol_main_member_count,online_offline_type,care_shield_amount,retail_previous_insurer_name,group_previous_insurer_name,previous_policy_number,previous_policy_expiry_date,pcrdate,stp_nstp,future_gwp,ckyc_number,proposal_modification_date,latest_rm_id,latest_rm_nm,run_year,run_month,email
POL-13474864,PROP-21520919,AGT-5863,Portability,Retail,Group,2025-10-09,2026-10-09,1.0,2025,10,Banca,2025-10-09,Group Activ,PKG-2,MAX-1,28690.13,3981.44,2025-10-02,Base,0.0,ACTIVE,300000,4,10,,,2025-10-09,40,DD,Local,DCB Bank,RCPT-530930,Cleared,69591.0,TXN-5806178791,Approved,RM-20,BR-33,Y,,TXRX5700272063459,,Y,2025-10-09,2025-10-02,2025-10-09,,,Direct,28690.13,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-651,Choudhry and Sons,Group Activ,North,CUST-261728,Individual,Annual,Gold,BR-19,ARM-5,2022-12-17,Agency,Direct,"De, Roy and Nagarajan",BP-596,Agent,Vanya Deol,Malegaon,RM-14,Baghyawati Issac,Standard,1,3,Oeshi Pillai,Issued,Singrauli Branch,North Zone,Aurangabad Office,North,Digital,2025-11-24 10:29:49.514713,24,Advisor,Jaipur,893173,33854.35,5164.2199999999975,0.0,0.0,0.0,Y,PAY-34312,Female,1989-01-28,chandranrattan@example.net,9421529108,OTNMY6771R,"26, Kale Ganj, Maheshtala 262044",TOHLGB3F,Portability,,,,Administrator,Meghalaya,1,Offline,0.0,Naik Ltd,,,,,NSTP,28690.13,CKYC-9501402504,2025-10-02,RM-40,Pallavi Kunda,2025,10,super.admin@sentra.com
POL-74759271,PROP-7885602,AGT-8298,Renewal,Retail,Individual,2024-12-19,2025-12-19,1.0,2024,12,Broker,2024-12-19,Health Secure,PKG-2,MAX-2,29119.34,2595.36,2024-12-14,Comprehensive,29119.34,ACTIVE,500000,2,12,,,2024-12-19,61,CC,Outstation,Canara Bank,RCPT-349031,Cleared,976292.0,TXN-5303603611,Approved,RM-25,BR-45,N,,LTVZ9004896465280,,Y,2024-12-19,2024-12-14,2024-12-19,,,Direct,29119.34,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-390,"Gola, Lad and Gara",Super Topup,West,CUST-528216,Individual,Annual,Gold,BR-23,ARM-5,2022-11-13,Agency,Direct,Sidhu-Deo,BP-315,Agent,Edhitha Wali,Ajmer,RM-40,Jackson Munshi,Standard,1,1,Joshua Tata,Issued,Karimnagar Branch,North Zone,Ichalkaranji Office,West,Digital,2025-11-24 10:29:49.515640,24,Advisor,Pudukkottai,856257,34360.82,5241.48,0.0,0.0,0.0,Y,PAY-19826,Male,1979-11-27,mbera@example.org,913207427617,FDFHU0758J,"H.No. 342, Trivedi Street, Phusro 908926",HYPVGBGV,,,,,Agricultural engineer,Jharkhand,1,Offline,0.0,,,POL-OLD-360,2024-12-18,,NSTP,29119.34,CKYC-2923324008,2024-12-14,RM-18,Kashvi Cherian,2024,12,super.admin@sentra.com
POL-20639394,PROP-3875470,AGT-1855,Renewal,Retail,Individual,2025-09-25,2026-09-25,1.0,2025,9,Digital,2025-09-25,Health Secure,PKG-2,MAX-2,10250.2,2327.72,2025-09-13,Comprehensive,10250.2,ACTIVE,300000,3,9,,,2025-09-25,69,DD,Outstation,Indian Bank,RCPT-482589,Cleared,,TXN-7127667126,Approved,RM-28,BR-18,Y,,OUIT0509759230450,,N,2025-09-25,2025-09-13,2025-09-25,,,Direct,10250.2,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-893,"Bobal, Raj and Chanda",Health Secure,South,CUST-418233,Individual,Annual,Gold,BR-83,ARM-4,2021-11-30,Agency,Direct,Rastogi Inc,BP-526,Agent,Sathvik Gaba,Sambhal,RM-35,Mitesh Dara,Standard,1,3,Vritti Sankaran,Issued,Madanapalle Branch,East Zone,Secunderabad Office,North,Digital,2025-11-24 10:29:49.516553,24,Advisor,Arrah,776749,12095.24,1845.039999999999,0.0,0.0,0.0,Y,PAY-78687,Male,1971-07-20,npillay@example.org,6108573278,BFZET8147J,"864, Batta, Ranchi-866179",LISCGB6BH3L,,,,,"Education officer, environmental",Uttarakhand,1,Offline,0.0,,,POL-OLD-280,2025-09-24,,STP,10250.2,CKYC-1687738937,2025-09-13,RM-12,Omaja Mishra,2025,9,super.admin@sentra.com
POL-97186343,PROP-61068817,AGT-8878,New Business,Retail,Individual,2025-03-17,2026-03-17,1.0,2025,3,Agency,2025-03-17,Senior Care,PKG-5,MAX-1,24899.7,3626.89,2025-03-02,Base,0.0,ACTIVE,1000000,4,3,,,2025-03-17,72,Online,Outstation,Nainital Bank,RCPT-654112,Cleared,,TXN-7764588206,Approved,RM-26,BR-49,Y,,KZFG2194168006102,,Y,2025-03-17,2025-03-02,2025-03-17,,,Direct,24899.7,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-439,"Sood, Sharma and Ravel",Senior Care,West,CUST-910982,Individual,Annual,Gold,BR-33,ARM-4,2023-07-11,Agency,Direct,"Sur, Mitter and Patel",BP-569,Agent,Chasmum Chahal,Bhavnagar,RM-21,Rayaan Choudhury,Standard,1,4,Raghav Bala,Issued,Ongole Branch,North Zone,New Delhi Office,North,Digital,2025-11-24 10:29:49.517497,24,Advisor,Siwan,147276,29381.65,4481.950000000001,0.0,0.0,0.0,Y,PAY-2859,Male,1952-03-26,saisundaram@example.com,917933496050,VLMUJ1667S,"78, Sura, Ghaziabad 695814",PDPTGBW21BK,,,,,Holiday representative,Telangana,1,Offline,0.0,,,,,,STP,24899.7,CKYC-5120465592,2025-03-02,RM-20,Raksha Kata,2025,3,super.admin@sentra.com
POL-78874216,PROP-91935665,AGT-8726,Portability,Retail,Floater,2025-05-27,2026-05-27,1.0,2025,5,Banca,2025-05-27,Health Secure,PKG-5,MAX-1,49414.23,3538.95,2025-05-14,Base,0.0,ACTIVE,500000,1,5,,,2025-05-27,67,Cheque,Outstation,IDBI Bank,RCPT-966509,Cleared,631347.0,TXN-2012051673,Approved,RM-9,BR-26,Y,,JXWM6572934172232,,Y,2025-05-27,2025-05-14,2025-05-27,,,Direct,49414.23,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-748,"Swamy, Chaudhuri and Sagar",Group Activ,South,CUST-988864,Individual,Annual,Gold,BR-54,ARM-1,2024-11-13,Agency,Direct,Keer-Kadakia,BP-380,Agent,Andrew Parmer,Raurkela Industrial Township,RM-12,Owen Thakur,Standard,1,4,Devansh Nazareth,Issued,Raipur Branch,West Zone,Jamshedpur Office,North,Digital,2025-11-24 10:29:49.518441,24,Advisor,Morbi,550842,58308.79,8894.559999999998,0.0,0.0,0.0,Y,PAY-90457,Female,1999-12-09,bediraksha@example.com,911991808121,TCWGF3524U,"55/213, Sagar Chowk, Sambalpur 548214",WYNLGBPJ70O,Portability,,,,Corporate investment banker,Uttar Pradesh,1,Offline,0.0,Sachdev-Rout,,,,,STP,49414.23,CKYC-8152128221,2025-05-14,RM-46,Ayushman Savant,2025,5,super.admin@sentra.com
POL-1335293,PROP-96318095,AGT-2667,New Business,Retail,Floater,2025-01-15,2026-01-15,1.0,2025,1,Broker,2025-01-15,Health Secure,PKG-1,MAX-4,21241.87,3492.99,2025-01-02,Comprehensive,0.0,ACTIVE,500000,2,1,,,2025-01-15,28,Cheque,Local,Central Bank of India,RCPT-88896,Cleared,,TXN-5747970335,Approved,RM-47,BR-22,Y,,MYFN0602908466845,,Y,2025-01-15,2025-01-02,2025-01-15,,,Direct,21241.87,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-947,Anand-Mammen,Group Activ,North,CUST-943937,Individual,Annual,Gold,BR-78,ARM-3,2023-01-03,Agency,Direct,Raval Group,BP-972,Agent,Riya Pai,Davanagere,RM-30,Frado Bansal,Standard,1,4,Madhavi Date,Issued,Kakinada Branch,East Zone,Sasaram Office,South,Digital,2025-11-24 10:29:49.519312,24,Advisor,Saharsa,200894,25065.41,3823.540000000001,0.0,0.0,0.0,Y,PAY-31632,Female,1997-04-29,pahal81@example.net,915485101749,ZVLKT0753O,"H.No. 49, Purohit Street, Vasai-Virar-893571",WNNCGBFD,,,,,"Physicist, medical",Chhattisgarh,1,Offline,0.0,,,,,,STP,21241.87,CKYC-2045491387,2025-01-02,RM-38,Faras Pingle,2025,1,super.admin@sentra.com
POL-54056687,PROP-78952163,AGT-5095,Portability,Retail,Floater,2025-07-28,2026-07-28,1.0,2025,7,Digital,2025-07-28,Health Secure,PKG-1,MAX-1,28076.6,4813.1,2025-07-17,Comprehensive,0.0,CANCELLED,1000000,2,7,Non-Payment,2025-08-27,2025-07-28,46,DD,Local,Karnataka Bank,RCPT-914373,Cleared,276502.0,TXN-6804532904,Approved,RM-3,BR-21,Y,,UNOW7622827728813,,Y,2025-07-28,2025-07-17,2025-07-28,,,Direct,28076.6,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-131,Solanki-Bali,Group Activ,South,CUST-782758,Individual,Annual,Gold,BR-81,ARM-1,2021-07-10,Agency,Direct,"Pingle, Dani and Rege",BP-430,Agent,Jai Pingle,Thane,RM-15,Jacob Prabhu,Standard,1,5,Kavya Mitter,Issued,Shivpuri Branch,West Zone,Asansol Office,South,Digital,2025-11-24 10:29:49.520184,24,Advisor,Giridih,44327,33130.39,5053.790000000001,0.0,0.0,0.0,Y,PAY-273,Female,1952-08-08,ekansh06@example.com,4975679228,UUFZN7772Q,"658, Savant Nagar, Hubli–Dharwad-094818",GTRSGBD7,Portability,,,,Energy engineer,Tripura,1,Offline,0.0,Thakkar-Bahl,,,,,STP,28076.6,CKYC-9106546880,2025-07-17,RM-12,Anirudh Maharaj,2025,7,super.admin@sentra.com
POL-32921822,PROP-94706404,AGT-4287,New Business,Retail,Individual,2025-09-06,2026-09-06,1.0,2025,9,Digital,2025-09-06,Group Activ,PKG-1,MAX-2,37539.03,843.76,2025-08-25,Comprehensive,0.0,ACTIVE,1000000,4,9,,,2025-09-06,50,Online,Local,Nainital Bank,RCPT-88759,Cleared,846118.0,TXN-5671208652,Approved,RM-34,BR-2,Y,,SBPA5626085641118,,Y,2025-09-06,2025-08-25,2025-09-06,,,Direct,37539.03,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-281,Mangal and Sons,Group Activ,North,CUST-191542,Individual,Annual,Gold,BR-55,ARM-3,2021-12-01,Agency,Direct,Dube LLC,BP-501,Agent,Omkaar Bhargava,Bokaro,RM-16,Dalbir Misra,Standard,1,4,Hardik Nagarajan,Issued,Haridwar Branch,South Zone,Rampur Office,East,Digital,2025-11-24 10:29:49.521035,24,Advisor,Jamshedpur,339937,44296.06,6757.029999999999,0.0,0.0,0.0,Y,PAY-66666,Male,1992-04-18,rcontractor@example.org,7861706304,WJPYI8913T,"H.No. 832, Zachariah Path, Sambalpur-870079",UFABGB4RQYW,,,,,"Engineer, petroleum",Odisha,1,Offline,0.0,,,,,,NSTP,37539.03,CKYC-1208222796,2025-08-25,RM-6,Ekaraj Mital,2025,9,super.admin@sentra.com
POL-93741595,PROP-16505688,AGT-4238,New Business,Retail,Floater,2024-12-25,2025-12-25,1.0,2024,12,Banca,2024-12-25,Group Activ,PKG-5,MAX-4,15863.21,2245.56,2024-12-15,Base,0.0,ACTIVE,500000,3,12,,,2024-12-25,61,CC,Outstation,Punjab and Sind Bank,RCPT-760294,Cleared,,TXN-1855264537,Approved,RM-99,BR-49,Y,,TQZK5474355379502,,N,2024-12-25,2024-12-15,2024-12-25,,,Direct,15863.21,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-558,"Agate, Soni and Agrawal",Super Topup,West,CUST-945233,Individual,Annual,Gold,BR-10,ARM-1,2020-12-06,Agency,Direct,Sachdev PLC,BP-836,Agent,Maya Yohannan,Solapur,RM-37,Sai Dasgupta,Standard,1,4,Krisha Parmar,Issued,Belgaum Branch,West Zone,Amravati Office,North,Digital,2025-11-24 10:29:49.521974,24,Advisor,Uluberia,703045,18718.59,2855.380000000001,0.0,0.0,0.0,Y,PAY-25101,Male,1950-07-26,timothy37@example.com,914793036149,MQVKR8728R,"21/24, Kari, Nellore-894870",UVUBGBU10RH,,,,,"Scientist, marine",Manipur,1,Offline,0.0,,,,,,NSTP,15863.21,CKYC-6423444503,2024-12-15,RM-31,Udarsh Batta,2024,12,super.admin@sentra.com
POL-56379776,PROP-71458898,AGT-9833,Portability,Retail,Group,2025-03-04,2026-03-04,1.0,2025,3,Broker,2025-03-04,Health Secure,PKG-3,MAX-3,35228.66,378.28,2025-02-17,Base,0.0,ACTIVE,500000,4,3,,,2025-03-04,52,Online,Local,Nainital Bank,RCPT-331603,Cleared,,TXN-4317126240,Approved,RM-45,BR-1,N,,GKCS0361332541107,,Y,2025-03-04,2025-02-17,2025-03-04,,,Direct,35228.66,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-462,Bajwa-Natt,Group Activ,West,CUST-881336,Individual,Annual,Gold,BR-27,ARM-3,2021-11-23,Agency,Direct,Solanki and Sons,BP-909,Agent,Chatura Nath,Srinagar,RM-6,Girish Sekhon,Standard,1,4,Frederick Bhat,Issued,Burhanpur Branch,East Zone,Amritsar Office,East,Digital,2025-11-24 10:29:49.522946,24,Advisor,Ghaziabad,49611,41569.82,6341.159999999996,0.0,0.0,0.0,Y,PAY-88809,Female,1948-05-30,menonlakshmi@example.com,919639907676,PRYBD9915H,"H.No. 109, Hari Zila, Danapur 567972",EZBBGBIT,Portability,,,,Television/film/video producer,Maharashtra,1,Online,0.0,"Parmar, Mukhopadhyay and Dhingra",,,,,STP,35228.66,CKYC-4928084398,2025-02-17,RM-50,Hemal Manne,2025,3,super.admin@sentra.com
POL-1084726,PROP-69481912,AGT-2168,New Business,Retail,Floater,2025-04-06,2026-04-06,1.0,2025,4,Digital,2025-04-06,Super Topup,PKG-2,MAX-4,7857.99,4909.39,2025-04-02,Comprehensive,0.0,ACTIVE,500000,1,4,,,2025-04-06,32,Cheque,Outstation,Union Bank of India,RCPT-60101,Cleared,,TXN-9609505523,Approved,RM-85,BR-15,N,,RBNL3331537795995,,Y,2025-04-06,2025-04-02,2025-04-06,,,Direct,7857.99,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-440,"Mistry, Sahota and Narasimhan",Super Topup,South,CUST-170162,Individual,Annual,Gold,BR-85,ARM-1,2021-04-25,Agency,Direct,Tandon and Sons,BP-456,Agent,Udant Karpe,Kakinada,RM-40,Vasana Narula,Standard,1,3,Samesh Ratta,Issued,Chennai Branch,South Zone,Hyderabad Office,East,Digital,2025-11-24 10:29:49.523915,24,Advisor,Secunderabad,812473,9272.43,1414.4400000000005,0.0,0.0,0.0,Y,PAY-82750,Male,1981-10-17,caleb03@example.org,2342583230,RIYPY2410H,"H.No. 73, Pradhan Path, Hajipur 112233",WLKTGB1PCM8,,,,,Hospital pharmacist,Uttar Pradesh,1,Offline,0.0,,,,,,STP,7857.99,CKYC-4933057363,2025-04-02,RM-1,Chatresh Mammen,2025,4,super.admin@sentra.com
POL-68218774,PROP-78394188,AGT-5758,New Business,Retail,Individual,2025-10-08,2026-10-08,1.0,2025,10,Banca,2025-10-08,Health Secure,PKG-4,MAX-1,25267.12,2448.02,2025-09-24,Base,0.0,ACTIVE,500000,1,10,,,2025-10-08,21,CC,Outstation,Tamilnad Mercantile Bank,RCPT-219401,Cleared,762627.0,TXN-278627610,Approved,RM-44,BR-14,Y,,QMYU8578725587774,,N,2025-10-08,2025-09-24,2025-10-08,,,Direct,25267.12,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-556,"Rattan, Bansal and Johal",Group Activ,North,CUST-230189,Individual,Annual,Gold,BR-57,ARM-1,2024-06-22,Agency,Direct,Keer-Randhawa,BP-124,Agent,Damini Sandal,Aurangabad,RM-30,Kavya Kumar,Standard,1,5,Krish Chad,Issued,Raiganj Branch,South Zone,Berhampur Office,North,Digital,2025-11-24 10:29:49.524812,24,Advisor,Kirari Suleman Nagar,677665,29815.2,4548.080000000002,0.0,0.0,0.0,Y,PAY-65213,Female,1964-11-13,lbakshi@example.com,914151488814,XCIMV3111M,"H.No. 43, Devi, Bangalore 456690",UQYEGBZOON4,,,,,Facilities manager,Mizoram,1,Online,0.0,,,,,,NSTP,25267.12,CKYC-7792778835,2025-09-24,RM-13,Frederick Munshi,2025,10,super.admin@sentra.com
POL-57551618,PROP-93676091,AGT-9370,New Business,Retail,Floater,2025-09-28,2026-09-28,1.0,2025,9,Broker,2025-09-28,Group Activ,PKG-5,MAX-1,21322.61,4790.12,2025-09-19,Base,0.0,ACTIVE,500000,2,9,,,2025-09-28,26,Cheque,Local,Karur Vysya Bank,RCPT-219765,Cleared,,TXN-6179086991,Approved,RM-4,BR-40,Y,,RALE9240755366684,,N,2025-09-28,2025-09-19,2025-09-28,,,Direct,21322.61,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-678,Bajaj-Balay,Senior Care,East,CUST-966938,Individual,Annual,Gold,BR-54,ARM-1,2021-06-14,Agency,Direct,Raman-Raj,BP-326,Agent,Mahika Bhatt,Maheshtala,RM-41,Ikbal Narasimhan,Standard,1,1,Daksha Chander,Issued,Vasai-Virar Branch,West Zone,Patna Office,North,Digital,2025-11-24 10:29:49.525745,24,Advisor,Indore,316433,25160.68,3838.07,0.0,0.0,0.0,Y,PAY-38155,Male,1986-06-13,shadakshesh@example.com,256621286,INTBT7163Q,"94/93, Shanker Circle, Panihati-271693",SPOOGBCFS3W,,,,,Human resources officer,Madhya Pradesh,1,Online,0.0,,,,,,STP,21322.61,CKYC-5047128978,2025-09-19,RM-7,Praneel Sankaran,2025,9,super.admin@sentra.com
POL-88460225,PROP-24621479,AGT-6646,New Business,Retail,Group,2025-05-09,2026-05-09,1.0,2025,5,Broker,2025-05-09,Health Secure,PKG-5,MAX-3,47010.64,1589.03,2025-05-03,Comprehensive,0.0,CANCELLED,500000,3,5,Non-Payment,2025-06-08,2025-05-09,52,DD,Local,Indian Overseas Bank,RCPT-412668,Cleared,,TXN-187537466,Approved,RM-80,BR-11,N,,FIUR4137681511856,,N,2025-05-09,2025-05-03,2025-05-09,,,Direct,47010.64,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-932,Gala-Krishnan,Senior Care,East,CUST-217445,Individual,Annual,Gold,BR-60,ARM-3,2022-12-02,Agency,Direct,Bala-Bora,BP-161,Agent,Lakshmi Oza,Jammu,RM-43,Baljiwan Anne,Standard,1,1,Ishwar Deshpande,Issued,Madhyamgram Branch,South Zone,Surendranagar Dudhrej Office,East,Digital,2025-11-24 10:29:49.526684,24,Advisor,Gwalior,727422,55472.56,8461.919999999998,0.0,0.0,0.0,Y,PAY-2367,Female,1983-02-19,chaitalydash@example.net,6210427523,SDOZH0837P,"47/090, Purohit Nagar, Kulti 331060",KGVVGBEO,,,,,Chief Operating Officer,Uttar Pradesh,1,Online,0.0,,,,,,STP,47010.64,CKYC-2852325403,2025-05-03,RM-43,Chaitanya Sagar,2025,5,super.admin@sentra.com
POL-43908184,PROP-43309319,AGT-9558,Portability,Retail,Individual,2025-05-29,2026-05-29,1.0,2025,5,Agency,2025-05-29,Super Topup,PKG-2,MAX-3,13393.95,4817.01,2025-05-25,Comprehensive,0.0,ACTIVE,1000000,2,5,,,2025-05-29,21,CC,Outstation,Axis Bank,RCPT-655017,Cleared,217180.0,TXN-1837731893,Approved,RM-97,BR-33,N,,HGDL5206506373149,,N,2025-05-29,2025-05-25,2025-05-29,,,Direct,13393.95,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-194,Bassi-Bhavsar,Senior Care,South,CUST-928472,Individual,Annual,Gold,BR-41,ARM-2,2021-10-08,Agency,Direct,Tata-Chaudry,BP-326,Agent,Zayan Chandran,Munger,RM-41,Gaurangi Gill,Standard,1,4,Vasatika Bir,Issued,Surat Branch,North Zone,Eluru Office,South,Digital,2025-11-24 10:29:49.527792,24,Advisor,Ambala,309143,15804.86,2410.91,0.0,0.0,0.0,Y,PAY-96719,Male,1971-11-22,fariqbhasin@example.org,7432630397,PYWCH5245Y,"H.No. 355, Jha Ganj, Kulti-968527",CPCGGBDJ,Portability,,,,"Engineer, energy",Chhattisgarh,1,Offline,0.0,Ghose PLC,,,,,STP,13393.95,CKYC-877776788,2025-05-25,RM-39,Pooja Sibal,2025,5,super.admin@sentra.com
POL-96861413,PROP-26512868,AGT-8079,Renewal,Retail,Group,2025-03-16,2026-03-16,1.0,2025,3,Agency,2025-03-16,Health Secure,PKG-2,MAX-5,14889.82,1380.74,2025-03-14,Comprehensive,14889.82,ACTIVE,1000000,2,3,,,2025-03-16,26,CC,Local,City Union Bank,RCPT-444613,Cleared,,TXN-9347719310,Approved,RM-51,BR-44,N,,HJJS7347156627768,,N,2025-03-16,2025-03-14,2025-03-16,,,Direct,14889.82,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-396,"Sant, Dugal and Subramaniam",Super Topup,South,CUST-20773,Individual,Annual,Gold,BR-12,ARM-4,2023-12-11,Agency,Direct,Chacko-Mital,BP-826,Agent,Parth Kurian,Madhyamgram,RM-47,Sudiksha Mander,Standard,1,5,Vasana Bora,Issued,Bhavnagar Branch,East Zone,Thiruvananthapuram Office,North,Digital,2025-11-24 10:29:49.528725,24,Advisor,Jhansi,85766,17569.99,2680.170000000002,0.0,0.0,0.0,Y,PAY-51727,Female,2006-01-14,leena74@example.net,1601692364,SDPYB5875V,"05, Divan Nagar, Mahbubnagar-243992",DYCUGBYZ,,,,,Theatre director,Assam,1,Offline,0.0,,,POL-OLD-949,2025-03-15,,NSTP,14889.82,CKYC-1816534344,2025-03-14,RM-13,Zayyan Mittal,2025,3,super.admin@sentra.com
POL-71565068,PROP-88380502,AGT-3017,Portability,Retail,Floater,2025-05-25,2026-05-25,1.0,2025,5,Broker,2025-05-25,Senior Care,PKG-5,MAX-5,44167.63,3842.59,2025-05-19,Comprehensive,0.0,ACTIVE,300000,3,5,,,2025-05-25,70,Online,Local,Jammu & Kashmir Bank,RCPT-614549,Cleared,322939.0,TXN-7447187410,Approved,RM-68,BR-46,Y,,YXCD9524364027011,,N,2025-05-25,2025-05-19,2025-05-25,,,Direct,44167.63,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-188,"Sahni, Vohra and Saha",Super Topup,South,CUST-686315,Individual,Annual,Gold,BR-97,ARM-4,2022-01-18,Agency,Direct,Garde-Goda,BP-430,Agent,Quincy Desai,Morbi,RM-5,Yadavi Choudhary,Standard,1,3,Simon Grewal,Issued,Allahabad Branch,North Zone,Nellore Office,West,Digital,2025-11-24 10:29:49.529674,24,Advisor,Alappuzha,912141,52117.8,7950.170000000005,0.0,0.0,0.0,Y,PAY-49509,Male,1952-10-01,oommenayushman@example.net,917710040901,MHWRF3806E,"H.No. 55, Khatri Path, Silchar 905510",WMXEGBBH7RP,Portability,,,,"Merchandiser, retail",Manipur,1,Online,0.0,"Soman, Varma and Sachdev",,,,,NSTP,44167.63,CKYC-2835659453,2025-05-19,RM-41,Ekanta Badal,2025,5,super.admin@sentra.com
POL-6141035,PROP-98759153,AGT-8550,Portability,Retail,Group,2025-07-12,2026-07-12,1.0,2025,7,Digital,2025-07-12,Health Secure,PKG-1,MAX-2,41314.77,1753.96,2025-07-06,Base,0.0,CANCELLED,1000000,4,7,Non-Payment,2025-08-11,2025-07-12,33,CC,Outstation,ICICI Bank,RCPT-710860,Cleared,465888.0,TXN-9593061366,Approved,RM-98,BR-24,N,,PMXT1567164932898,,N,2025-07-12,2025-07-06,2025-07-12,,,Direct,41314.77,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-520,Datta Group,Senior Care,East,CUST-835527,Individual,Annual,Gold,BR-68,ARM-2,2021-03-30,Agency,Direct,"Sibal, Ganguly and Sehgal",BP-244,Agent,Vasatika Zachariah,Latur,RM-35,Onkar Chakraborty,Standard,1,4,Radhika Balakrishnan,Issued,Khammam Branch,East Zone,Parbhani Office,North,Digital,2025-11-24 10:29:49.530649,24,Advisor,Bardhaman,128715,48751.43,7436.6600000000035,0.0,0.0,0.0,Y,PAY-29334,Male,2003-08-07,ozakrishna@example.net,6863341411,VHKXI1593U,"H.No. 09, Gupta Circle, Bhusawal-528993",MAROGBUJ,Portability,,,,Housing manager/officer,Uttarakhand,1,Online,0.0,Tata Ltd,,,,,STP,41314.77,CKYC-1957579670,2025-07-06,RM-43,Madhav Banerjee,2025,7,super.admin@sentra.com
POL-41458705,PROP-67428032,AGT-9605,New Business,Retail,Group,2025-06-30,2026-06-30,1.0,2025,6,Agency,2025-06-30,Super Topup,PKG-5,MAX-5,18919.58,4340.16,2025-06-20,Base,0.0,ACTIVE,300000,1,6,,,2025-06-30,46,DD,Outstation,Punjab National Bank,RCPT-286735,Cleared,888845.0,TXN-3559184883,Approved,RM-2,BR-29,N,,PJWM0523302764208,,Y,2025-06-30,2025-06-20,2025-06-30,,,Direct,18919.58,OPD Care,1500,,,,,,,,,,,,,,,,,,,SP-821,Nazareth-Sami,Health Secure,South,CUST-710828,Individual,Annual,Gold,BR-99,ARM-1,2022-10-15,Agency,Direct,Raman-Raman,BP-943,Agent,Barkha Mandal,Motihari,RM-25,Gunbir Deep,Standard,1,5,Chatura Modi,Issued,Ujjain Branch,West Zone,Mango Office,North,Digital,2025-11-24 10:29:49.531939,24,Advisor,Jalna,333059,22325.1,3405.519999999997,0.0,0.0,0.0,Y,PAY-13362,Female,1987-08-19,krishasane@example.net,910157201859,CHPZF6263T,"17/647, Apte Path, Bhiwandi-178309",IWXDGBLY41T,,,,,"Teacher, music",Chhattisgarh,1,Offline,0.0,,,,,,STP,18919.58,CKYC-4722064241,2025-06-20,RM-29,Qasim Ravi,2025,6,super.admin@sentra.com
